,ï»¿ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle
1274,,was michael faraday an english chemist,yes,easy,easy,S09_set4_a7,Michael_Faraday
1275,duck,is a drake a male,yes,easy,medium,S08_set1_a10,
1276,,where were immigrants from in the 1800s,irish,hard,hard,S09_set3_a5,Ottawa
1277,,how does poverty in san francisco compare to the nationwide average,the citys poverty rate is 118 and the number of families in poverty stands at 74 both lower than the national average,hard,hard,S10_set3_a8,San_Francisco
1278,Abraham_Lincoln,was abraham lincoln the sixteenth president of the united states,yes,easy,easy,S08_set3_a4,
1279,,what is the earliest historical reference in europe,arnold schlicks spiegel der orgelmacher und organisten,medium,medium,S09_set2_a8,Xylophone
1280,James_Watt,is watt commemorated by statuary in george square glasgow and princes street edinburgh,yes,,easy,S08_set4_a2,
1281,beetle,what are the similarities between beetles and grasshoppers,beetles have mouthparts similar to those of grasshoppers,hard,hard,S08_set1_a8,
1282,James_Monroe,what expired on march,monroes presidency,,medium,S08_set3_a2,
1283,penguin,what makes penguins so agile in the water,their wings have become flippers,hard,hard,S08_set1_a3,
1284,otter,how much do sea otters weigh,30 kg about 65 pounds,medium,medium,S08_set1_a7,
1285,leopard,has the new zealand rugby league featured the otahuhu leopards and then the tamaki leopards,yes,,easy,S08_set1_a2,
1286,,how long has the basic design of the drum remained unchanged,thousands of years,medium,hard,S10_set2_a4,Drum
1287,,when was newtons date of birth recorded,christmas day decembeer 25 1642,medium,medium,S09_set4_a1,Isaac_Newton
1288,,how many people speak the arabic language,280 million people,medium,easy,S10_set5_a3,Arabic_language
1289,leopard,is the leopard an old world mammal,yes,easy,easy,S08_set1_a2,
1290,,is nassau range the highest mountain range in the world,no,hard,easy,S09_set3_a2,Nassau
1291,Grover_Cleveland,how many years after cleveland left office did the us win the spanishamerican war,one year,medium,medium,S08_set3_a6,
1292,Gerald_Ford,what district was ford elected from,michigans 5th congressional district,medium,medium,S08_set3_a10,
1293,,are drums usually played by the hands,yes,,easy,S10_set2_a4,Drum
1294,Theodore_Roosevelt,where was theodore roosevelt born,28 east 20th street in the modernday gramercy section of new york city,medium,medium,S08_set3_a7,
1295,kangaroo,why do kangaroos have a wide bite,because of grazing,hard,hard,S08_set1_a1,
1296,,are cellos constructed with glue,yes,easy,easy,S09_set2_a9,Cello
1297,,was volta taught in public schools,yes,easy,easy,S10_set4_a10,Alessandro_Volta
1298,leopard,what shape are a leopards black ros08_settes in east africa,circular,hard,hard,S08_set1_a2,
1299,beetle,are beetles endopterygotes with complete metamorphosis,yes,,easy,S08_set1_a8,
1300,,is one of the parts of a cymbal called a disc,no,easy,medium,S10_set2_a6,Cymbal
1301,penguin,what is also the distance that antarctic tourists are told to keep from penguins,3 meters,,medium,S08_set1_a3,
1302,,is the aburukuwa a type of drum,yes,easy,too easy,S10_set2_a4,Drum
1303,,what is an effective way to accentuate a note,the combination of a clash cymbol being accompanied by a bass drum playing an identical part played loudly,hard,hard,S09_set2_a6,Cymbal
1304,,are violas and cellos in the same family of instruments as violins,yes,easy,easy,S09_set2_a2,Violin
1305,,what is the caridoid escape reaction,when lobsters swim backwards quickly by curling and uncurling their abdomen,hard,hard,S10_set1_a5,Lobster
1306,Singapore,is it true that singapore has several long  standing disputes with malaysia,yes,,easy,S08_set2_a2,
1307,,where was isaac newton born,at woolsthorpe manor in woosthorpebycolsterworth,medium,medium,S10_set4_a1,Isaac_Newton
1308,Abraham_Lincoln,did lincoln have 18 months of schooling,yes,easy,easy,S08_set3_a4,
1309,,where are there small portuguesespeaking communities,former overseas colonies of portugal such as macau and east timor,medium,medium,S10_set5_a1,Portuguese_language
1310,James_Monroe,when did james monroe introduce the monroe doctrine,december 2 1823,medium,medium,S08_set3_a2,
1311,Singapore,which nation invaded singapore during world war ii,japan,medium,hard,S08_set2_a2,
1312,Grover_Cleveland,where was grover cleveland married,in the white house,medium,easy,S08_set3_a6,
1313,,what had the anglosaxons created by the 600s,by the 600s the anglosaxons had created a new s09_settlement called lundenwic,medium,medium,S09_set3_a1,London
1314,,did he publish his work,yes,,hard,S09_set4_a8,Amedeo_Avogadro
1315,duck,what types of unrelated water birds with similar forms are ducks sometimes confused with,loons or divers grebes gallinules and coots,medium,medium,S08_set1_a10,
1316,,do older pianos have more keys than modern pianos,many older pianos only have 85 keys,hard,hard,S10_set2_a1,Piano
1317,,appreciated during his lifetime did his fame grow in the years after his death,yes,,hard,S10_set6_a7,Vincent_van_Gogh
1318,elephant,are elephants mammals,yes,easy,easy,S08_set1_a5,
1319,,did he advise the british government on the production of chemical weapons for use in the crimean war,no,hard,hard,S10_set4_a7,Michael_Faraday
1320,Calvin_Coolidge,of what state was coolidge governor,massachus08_setts,hard,medium,S08_set3_a9,
1321,,what do some historians of science refer to faraday as,the best experimentalist in the history of science,medium,medium,S09_set4_a7,Michael_Faraday
1322,,are vowels never reduced  regardless of stress,yes,,easy,S09_set5_a4,Swahili_language
1323,duck,do ducks forage underwater,diving ducks and sea ducks forage underwater,easy,hard,S08_set1_a10,
1324,Uruguay,is uruguays capital montevideo,yes,easy,easy,S08_set2_a9,
1325,Uruguay,is the main sport in uruguay football,yes,,easy,S08_set2_a9,
1326,,which is the subsaharan indigenous language with the greatest number of speakers,hausa,hard,hard,S10_set5_a4,Swahili_language
1327,Finland,according to readers digest is finland best for living,yes,easy,easy,S08_set2_a4,
1328,,did the occult influence newtons theory of gravitation,if newton had not relied on the occult idea of action at a distance he might not have developed his theory of gravity,hard,too hard,S10_set4_a1,Isaac_Newton
1329,Singapore,was lee kuan yew a successful leader of singapore,yes,hard,too hard,S08_set2_a2,
1330,,the trumpet can be confused with what close relative,the cornet,medium,medium,S10_set2_a3,Trumpet
1331,,what is the national language in malaysia,malay,medium,easy,S10_set5_a2,Malay_language
1332,Ghana,did the dutch build the elmina castle,no,easy,easy,S08_set2_a5,
1333,Anders_Celsius,was celsius born in uppsala in sweden,yes,,easy,S08_set4_a5,
1334,,was henri becquerel one of the discoverers of radioactivity,yes,easy,easy,S09_set4_a9,Henri_Becquerel
1335,,are the most active in damascus and cairo,bad question,,,S09_set5_a3,Arabic_language
1336,Canada,are canada s official national sports ice hockey  winter  and lacrosse  summer,yes,,easy,S08_set2_a8,
1337,Ulysses_S._Grant,who did president lincoln promote of major general in the regular army effective july 4,grant,,too easy,S08_set3_a5,
1338,Canada,what is the largest religious group in canada,according to 2001 census 771 of canadians identified as being christians of this catholics make up the largest group 436 of canadians the largest protestant denomination is the united church of canada about 165 of canadians declare no religious affiliation and the remaining 63 were affiliated with religions other than christianity of which the largest is islam numbering 19 followed by judaism 11,hard,hard,S08_set2_a8,
1339,Liechtenstein,is it a winter sports resort  although it is perhaps best known as a tax haven,yes,,easy,S08_set2_a1,
1340,,what prompted the city to upgrade its building codes,earthquakes,hard,hard,S10_set3_a8,San_Francisco
1341,Qatar,how do qatar and the wider region relate,qatar is aiming to become a role model for economic and social transformation in the region large scale investment in all social and economic sectors will also lead to the development of a strong financial market,,too hard,S08_set2_a3,
1342,,where did charlesaugustin de coulomb die,charlesaugustin de coulomb died in paris,medium,medium,S09_set4_a6,Charles-Augustin_de_Coulomb
1343,,what are young swans known as,cygnets,medium,easy,S09_set1_a10,Swan
1344,Abraham_Lincoln,how many long was lincolns formal education,18 months,medium,medium,S08_set3_a4,
1345,,is the trumpeter swan the largest bird,the trumpeter swan is the largest bird of north america,easy,medium,S09_set1_a10,Swan
1346,,what is a resident of melbourne known as,a melburnian,medium,medium,S10_set3_a2,Melbourne
1347,,what is the irish legend of the children of lir about,a stepmother transforming her children into swans for 900 years,medium,medium,S09_set1_a10,Swan
1348,,is a cougar also known as a mountain lion,yes,easy,easy,S10_set1_a2,Cougar
1349,Henri_Becquerel,did he not die at the age of 55 in le croisic,yes he died at the age of 55,,easy,S08_set4_a9,
1350,,where did he publish his invention of the voltaic pile battery,the philosophical transactions of the royal society,,medium,S09_set4_a10,Alessandro_Volta
1351,,is there a chinese community in jakarta,yes,easy,medium,S10_set3_a5,Jakarta
1352,Anders_Celsius,did he not determine the dependence of the boiling of water with atmospheric pressure lrb in excellent agreement with modern data rrb,yes he did,,easy,S08_set4_a5,
1353,Anders_Celsius,the celsius crater on the moon is what,named after him,,medium,S08_set4_a5,
1354,,is it true that coulomb leaves a legacy as a hero,yes,,easy,S09_set4_a6,Charles-Augustin_de_Coulomb
1355,,is       ref swahili unusual among subsaharan languages,yes,,easy,S09_set5_a4,Swahili_language
1356,,was it likely that the xylophone reached europe during the crusades,yes,easy,easy,S10_set2_a8,Xylophone
1357,elephant,how many living species of asian elephants are there,1,hard,hard,S08_set1_a5,
1358,,has equestrianism been a long tradition popular among the tsars and aristocracy,yes,,easy,S10_set3_a10,Saint_Petersburg
1359,Indonesia,are sports in indonesia generally maleorientated and spectator sports are often associated with illegal gambling,yes,,easy,S08_set2_a10,
1360,,about how many square kilometers would be needed to house 3 female tigers,60,hard,hard,S09_set1_a3,Tiger
1361,Woodrow_Wilson,where was woodrow wilson born,woodrow wilson was born in staunton virginia,medium,medium,S08_set3_a8,
1362,Liechtenstein,what completed in november,the kunstmuseum liechtenstein,,medium,S08_set2_a1,
1363,,do arabs consider literary arabic,bad question,,,S09_set5_a3,Arabic_language
1364,,why does jakarta suffer frequent flooding,the fact that the northern part of jakarta lies on a plain approximately eight meters above the sea level,hard,hard,S10_set3_a5,Jakarta
1365,,do otters enjoy playing,yes,hard,easy,S09_set1_a7,Otter
1366,,how many years ago did he resign his appointment as intendant de eaux et fontaine,220,,hard,S09_set4_a6,Charles-Augustin_de_Coulomb
1367,,where was michael faraday born,newington butts,medium,medium,S10_set4_a7,Michael_Faraday
1368,,where was michael faraday born,michael faraday was born in newington butts,medium,medium,S10_set4_a7,Michael_Faraday
1369,,antwerp is to the east of what river,antwerp is to the east of the scheldt river,hard,too hard,S10_set3_a4,Antwerp
1370,,was his 1800  paper written in french,yes,,easy,S09_set4_a10,Alessandro_Volta
1371,,are western flutes simpler than indian flutes,yes,hard,hard,S10_set2_a5,Flute
1372,Uruguay,did uruguay host the first ever world cup,yes in 1930,easy,easy,S08_set2_a9,
1373,,what did the university of oxford grant faraday,doctor of civil law degree honorary,medium,medium,S09_set4_a7,Michael_Faraday
1374,elephant,can an elephant kill a rhinoceros,yes,easy,hard,S08_set1_a5,
1375,,when was the pan flute spread to other parts of europe,after the 7th century bc,hard,hard,S09_set2_a5,Flute
1376,Grover_Cleveland,was grover cleveland the twentyseventh president of the united states,no,easy,easy,S08_set3_a6,
1377,Romania,are there many roma in romania,no,hard,too hard,S08_set2_a7,
1378,,is the bass trumpet the smallest trumpet,no,easy,hard,S09_set2_a3,Trumpet
1379,,is 9   of the internet  population german,no,,easy,S09_set5_a2,German_language
1380,otter,how do sea otters insulate themselves,a layer of air trapped in their fur,hard,hard,S08_set1_a7,
1381,leopard,how does the distribution size of the leopard compare to the distribution of other wild cats,the leopard had the largest distribution of any wild cat,hard,hard,S08_set1_a2,
1382,,what did faraday invent that is used almost universally in science laboratories,the bunsen burner,medium,medium,S09_set4_a7,Michael_Faraday
1383,,is santiago spanish for st james   from santo   saint    iago   james,yes,,easy,S09_set3_a6,Santiago
1384,,how many cymbals typically go in a drum kit,at least 3,hard,hard,S10_set2_a6,Cymbal
